"Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
-0.55284,0.55284,0.62349,5.7127e+05,4.1364e+06,-3595.3
-0.68938,0.68938,0.22252,5.7125e+05,4.1364e+06,-3635.3
-0.68938,0.68938,-0.22252,5.7125e+05,4.1364e+06,-3679.9
-0.55284,0.55284,-0.62349,5.7127e+05,4.1364e+06,-3719.9
-0.3068,0.3068,-0.90097,5.7129e+05,4.1364e+06,-3747.7
-0.43388,5.3135e-17,0.90097,5.7128e+05,4.1364e+06,-3567.5
-0.78183,9.5747e-17,0.62349,5.7124e+05,4.1364e+06,-3595.3
-0.97493,1.1939e-16,0.22252,5.7122e+05,4.1364e+06,-3635.3
-0.97493,1.1939e-16,-0.22252,5.7122e+05,4.1364e+06,-3679.9
-0.78183,9.5747e-17,-0.62349,5.7124e+05,4.1364e+06,-3719.9
-0.43388,5.3135e-17,-0.90097,5.7128e+05,4.1364e+06,-3747.7
-0.3068,-0.3068,0.90097,5.7129e+05,4.1363e+06,-3567.5
-0.55284,-0.55284,0.62349,5.7127e+05,4.1363e+06,-3595.3
-0.68938,-0.68938,0.22252,5.7125e+05,4.1363e+06,-3635.3
-0.68938,-0.68938,-0.22252,5.7125e+05,4.1363e+06,-3679.9
-0.55284,-0.55284,-0.62349,5.7127e+05,4.1363e+06,-3719.9
-0.3068,-0.3068,-0.90097,5.7129e+05,4.1363e+06,-3747.7
-7.9703e-17,-0.43388,0.90097,5.7132e+05,4.1363e+06,-3567.5
-1.4362e-16,-0.78183,0.62349,5.7132e+05,4.1363e+06,-3595.3
-1.7909e-16,-0.97493,0.22252,5.7132e+05,4.1363e+06,-3635.3
-1.7909e-16,-0.97493,-0.22252,5.7132e+05,4.1363e+06,-3679.9
-1.4362e-16,-0.78183,-0.62349,5.7132e+05,4.1363e+06,-3719.9
-7.9703e-17,-0.43388,-0.90097,5.7132e+05,4.1363e+06,-3747.7
0.3068,-0.3068,0.90097,5.7135e+05,4.1363e+06,-3567.5
0.55284,-0.55284,0.62349,5.7138e+05,4.1363e+06,-3595.3
0.68938,-0.68938,0.22252,5.7139e+05,4.1363e+06,-3635.3
0.68938,-0.68938,-0.22252,5.7139e+05,4.1363e+06,-3679.9
0.55284,-0.55284,-0.62349,5.7138e+05,4.1363e+06,-3719.9
0.3068,-0.3068,-0.90097,5.7135e+05,4.1363e+06,-3747.7
0,0,1,5.7085e+05,4.1358e+06,-3652.7
0,0,-1,5.7085e+05,4.1358e+06,-3852.7
0.43388,0,0.90097,5.7089e+05,4.1358e+06,-3662.6
0.78183,0,0.62349,5.7093e+05,4.1358e+06,-3690.4
0.97493,0,0.22252,5.7094e+05,4.1358e+06,-3730.5
0.97493,0,-0.22252,5.7094e+05,4.1358e+06,-3775
0.78183,0,-0.62349,5.7093e+05,4.1358e+06,-3815.1
0.43388,0,-0.90097,5.7089e+05,4.1358e+06,-3842.8
0.3068,0.3068,0.90097,5.7088e+05,4.1358e+06,-3662.6
0.55284,0.55284,0.62349,5.709e+05,4.1358e+06,-3690.4
0.68938,0.68938,0.22252,5.7092e+05,4.1359e+06,-3730.5
0.68938,0.68938,-0.22252,5.7092e+05,4.1359e+06,-3775
0.55284,0.55284,-0.62349,5.709e+05,4.1358e+06,-3815.1
0.3068,0.3068,-0.90097,5.7088e+05,4.1358e+06,-3842.8
2.6568e-17,0.43388,0.90097,5.7085e+05,4.1358e+06,-3662.6
4.7873e-17,0.78183,0.62349,5.7085e+05,4.1359e+06,-3690.4
5.9697e-17,0.97493,0.22252,5.7085e+05,4.1359e+06,-3730.5
5.9697e-17,0.97493,-0.22252,5.7085e+05,4.1359e+06,-3775
4.7873e-17,0.78183,-0.62349,5.7085e+05,4.1359e+06,-3815.1
2.6568e-17,0.43388,-0.90097,5.7085e+05,4.1358e+06,-3842.8
-0.3068,0.3068,0.90097,5.7082e+05,4.1358e+06,-3662.6
-0.55284,0.55284,0.62349,5.7079e+05,4.1358e+06,-3690.4
-0.68938,0.68938,0.22252,5.7078e+05,4.1359e+06,-3730.5
-0.68938,0.68938,-0.22252,5.7078e+05,4.1359e+06,-3775
-0.55284,0.55284,-0.62349,5.7079e+05,4.1358e+06,-3815.1
-0.3068,0.3068,-0.90097,5.7082e+05,4.1358e+06,-3842.8
-0.43388,5.3135e-17,0.90097,5.708e+05,4.1358e+06,-3662.6
-0.78183,9.5747e-17,0.62349,5.7077e+05,4.1358e+06,-3690.4
-0.97493,1.1939e-16,0.22252,5.7075e+05,4.1358e+06,-3730.5
-0.97493,1.1939e-16,-0.22252,5.7075e+05,4.1358e+06,-3775
-0.78183,9.5747e-17,-0.62349,5.7077e+05,4.1358e+06,-3815.1
-0.43388,5.3135e-17,-0.90097,5.708e+05,4.1358e+06,-3842.8
-0.3068,-0.3068,0.90097,5.7082e+05,4.1358e+06,-3662.6
-0.55284,-0.55284,0.62349,5.7079e+05,4.1357e+06,-3690.4
-0.68938,-0.68938,0.22252,5.7078e+05,4.1357e+06,-3730.5
-0.68938,-0.68938,-0.22252,5.7078e+05,4.1357e+06,-3775
-0.55284,-0.55284,-0.62349,5.7079e+05,4.1357e+06,-3815.1
-0.3068,-0.3068,-0.90097,5.7082e+05,4.1358e+06,-3842.8
-7.9703e-17,-0.43388,0.90097,5.7085e+05,4.1357e+06,-3662.6
-1.4362e-16,-0.78183,0.62349,5.7085e+05,4.1357e+06,-3690.4
-1.7909e-16,-0.97493,0.22252,5.7085e+05,4.1357e+06,-3730.5
-1.7909e-16,-0.97493,-0.22252,5.7085e+05,4.1357e+06,-3775
-1.4362e-16,-0.78183,-0.62349,5.7085e+05,4.1357e+06,-3815.1
-7.9703e-17,-0.43388,-0.90097,5.7085e+05,4.1357e+06,-3842.8
0.3068,-0.3068,0.90097,5.7088e+05,4.1358e+06,-3662.6
0.55284,-0.55284,0.62349,5.709e+05,4.1357e+06,-3690.4
0.68938,-0.68938,0.22252,5.7092e+05,4.1357e+06,-3730.5
0.68938,-0.68938,-0.22252,5.7092e+05,4.1357e+06,-3775
0.55284,-0.55284,-0.62349,5.709e+05,4.1357e+06,-3815.1
0.3068,-0.3068,-0.90097,5.7088e+05,4.1358e+06,-3842.8
0,0,1,5.7045e+05,4.1354e+06,-3740.8
0,0,-1,5.7045e+05,4.1354e+06,-3940.8
0.43388,0,0.90097,5.705e+05,4.1354e+06,-3750.7
0.78183,0,0.62349,5.7053e+05,4.1354e+06,-3778.5
0.97493,0,0.22252,5.7055e+05,4.1354e+06,-3818.6
0.97493,0,-0.22252,5.7055e+05,4.1354e+06,-3863.1
0.78183,0,-0.62349,5.7053e+05,4.1354e+06,-3903.2
0.43388,0,-0.90097,5.705e+05,4.1354e+06,-3930.9
0.3068,0.3068,0.90097,5.7048e+05,4.1355e+06,-3750.7
0.55284,0.55284,0.62349,5.7051e+05,4.1355e+06,-3778.5
0.68938,0.68938,0.22252,5.7052e+05,4.1355e+06,-3818.6
0.68938,0.68938,-0.22252,5.7052e+05,4.1355e+06,-3863.1
0.55284,0.55284,-0.62349,5.7051e+05,4.1355e+06,-3903.2
0.3068,0.3068,-0.90097,5.7048e+05,4.1355e+06,-3930.9
2.6568e-17,0.43388,0.90097,5.7045e+05,4.1355e+06,-3750.7
4.7873e-17,0.78183,0.62349,5.7045e+05,4.1355e+06,-3778.5
5.9697e-17,0.97493,0.22252,5.7045e+05,4.1355e+06,-3818.6
5.9697e-17,0.97493,-0.22252,5.7045e+05,4.1355e+06,-3863.1
4.7873e-17,0.78183,-0.62349,5.7045e+05,4.1355e+06,-3903.2
2.6568e-17,0.43388,-0.90097,5.7045e+05,4.1355e+06,-3930.9
-0.3068,0.3068,0.90097,5.7042e+05,4.1355e+06,-3750.7
-0.55284,0.55284,0.62349,5.704e+05,4.1355e+06,-3778.5
-0.68938,0.68938,0.22252,5.7038e+05,4.1355e+06,-3818.6
-0.68938,0.68938,-0.22252,5.7038e+05,4.1355e+06,-3863.1
-0.55284,0.55284,-0.62349,5.704e+05,4.1355e+06,-3903.2
-0.3068,0.3068,-0.90097,5.7042e+05,4.1355e+06,-3930.9
-0.43388,5.3135e-17,0.90097,5.7041e+05,4.1354e+06,-3750.7
-0.78183,9.5747e-17,0.62349,5.7038e+05,4.1354e+06,-3778.5
-0.97493,1.1939e-16,0.22252,5.7036e+05,4.1354e+06,-3818.6
-0.97493,1.1939e-16,-0.22252,5.7036e+05,4.1354e+06,-3863.1
-0.78183,9.5747e-17,-0.62349,5.7038e+05,4.1354e+06,-3903.2
-0.43388,5.3135e-17,-0.90097,5.7041e+05,4.1354e+06,-3930.9
-0.3068,-0.3068,0.90097,5.7042e+05,4.1354e+06,-3750.7
-0.55284,-0.55284,0.62349,5.704e+05,4.1354e+06,-3778.5
-0.68938,-0.68938,0.22252,5.7038e+05,4.1354e+06,-3818.6
-0.68938,-0.68938,-0.22252,5.7038e+05,4.1354e+06,-3863.1
-0.55284,-0.55284,-0.62349,5.704e+05,4.1354e+06,-3903.2
-0.3068,-0.3068,-0.90097,5.7042e+05,4.1354e+06,-3930.9
-7.9703e-17,-0.43388,0.90097,5.7045e+05,4.1354e+06,-3750.7
-1.4362e-16,-0.78183,0.62349,5.7045e+05,4.1354e+06,-3778.5
-1.7909e-16,-0.97493,0.22252,5.7045e+05,4.1353e+06,-3818.6
-1.7909e-16,-0.97493,-0.22252,5.7045e+05,4.1353e+06,-3863.1
-1.4362e-16,-0.78183,-0.62349,5.7045e+05,4.1354e+06,-3903.2
-7.9703e-17,-0.43388,-0.90097,5.7045e+05,4.1354e+06,-3930.9
0.3068,-0.3068,0.90097,5.7048e+05,4.1354e+06,-3750.7
0.55284,-0.55284,0.62349,5.7051e+05,4.1354e+06,-3778.5
0.68938,-0.68938,0.22252,5.7052e+05,4.1354e+06,-3818.6
0.68938,-0.68938,-0.22252,5.7052e+05,4.1354e+06,-3863.1
0.55284,-0.55284,-0.62349,5.7051e+05,4.1354e+06,-3903.2
0.3068,-0.3068,-0.90097,5.7048e+05,4.1354e+06,-3930.9
